"('OVERALL', 'REB')","('OVERALL', 'OREB')","('OVERALL', 'DREB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'REB_FREQ')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'REB_FREQ')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'REB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'DREB')","('0-3 Feet', 'REB_FREQ')","('3-6 Feet', 'REB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'DREB')","('3-6 Feet', 'REB_FREQ')",PLAYER_ID,SEASON,TEAM_ID,"('6-10 Feet', 'REB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'DREB')","('6-10 Feet', 'REB_FREQ')","('10+ Feet', 'REB')","('10+ Feet', 'OREB')","('10+ Feet', 'DREB')","('10+ Feet', 'REB_FREQ')"
157,40,117,49,108,108.0,17.0,91.0,0.688,43.0,17.0,26.0,0.274,6.0,6.0,0.0,0.038,21.0,7.0,14.0,0.134,70.0,15.0,55.0,0.446,1628021,2018-19,1610612739,34.0,4.0,30.0,0.217,32.0,14.0,18.0,0.204
63,17,46,17,46,46.0,9.0,37.0,0.73,15.0,7.0,8.0,0.238,2.0,1.0,1.0,0.032,12.0,6.0,6.0,0.19,22.0,5.0,17.0,0.349,1628021,2016-17,1610612747,15.0,4.0,11.0,0.238,14.0,2.0,12.0,0.222
111,37,74,31,80,80.0,14.0,66.0,0.721,22.0,14.0,8.0,0.198,9.0,9.0,0.0,0.081,22.0,15.0,7.0,0.198,34.0,10.0,24.0,0.306,1628021,2020-21,1610612745,24.0,2.0,22.0,0.216,31.0,10.0,21.0,0.279
151,41,110,42,109,109.0,16.0,93.0,0.722,34.0,18.0,16.0,0.225,8.0,7.0,1.0,0.053,38.0,18.0,20.0,0.252,58.0,8.0,50.0,0.384,1628021,2021-22,1610612745,26.0,5.0,21.0,0.172,29.0,10.0,19.0,0.192
319,86,233,83,236,236.0,43.0,193.0,0.74,68.0,31.0,37.0,0.213,15.0,12.0,3.0,0.047,50.0,20.0,30.0,0.157,122.0,25.0,97.0,0.382,1628021,2017-18,1610612741,82.0,17.0,65.0,0.257,65.0,24.0,41.0,0.204
45,8,37,13,32,32.0,4.0,28.0,0.711,13.0,4.0,9.0,0.289,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.133,14.0,2.0,12.0,0.311,1628021,2019-20,1610612751,20.0,3.0,17.0,0.444,5.0,1.0,4.0,0.111
183,28,155,37,146,146.0,13.0,133.0,0.798,35.0,13.0,22.0,0.191,2.0,2.0,0.0,0.011,31.0,6.0,25.0,0.169,64.0,10.0,54.0,0.35,1628425,2018-19,1610612749,43.0,2.0,41.0,0.235,45.0,10.0,35.0,0.246
215,35,180,65,150,150.0,16.0,134.0,0.698,61.0,17.0,44.0,0.284,4.0,2.0,2.0,0.019,51.0,6.0,45.0,0.237,72.0,4.0,68.0,0.335,1628425,2020-21,1610612745,54.0,9.0,45.0,0.251,37.0,15.0,22.0,0.172
148,26,122,33,115,115.0,12.0,103.0,0.777,31.0,12.0,19.0,0.209,2.0,2.0,0.0,0.014,31.0,8.0,23.0,0.209,67.0,6.0,61.0,0.453,1628425,2021-22,1610612742,32.0,4.0,28.0,0.216,18.0,8.0,10.0,0.122
139,27,112,31,108,108.0,17.0,91.0,0.777,29.0,9.0,20.0,0.209,2.0,1.0,1.0,0.014,37.0,1.0,36.0,0.266,47.0,6.0,41.0,0.338,1628425,2017-18,1610612749,25.0,3.0,22.0,0.18,30.0,17.0,13.0,0.216
8,3,5,1,7,7.0,2.0,5.0,0.875,1.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.25,2.0,1.0,1.0,0.25,1628425,2022-23,1610612747,3.0,1.0,2.0,0.375,1.0,0.0,1.0,0.125
183,31,152,32,151,151.0,17.0,134.0,0.825,26.0,10.0,16.0,0.142,6.0,4.0,2.0,0.033,53.0,6.0,47.0,0.29,58.0,11.0,47.0,0.317,1628425,2019-20,1610612749,45.0,3.0,42.0,0.246,27.0,11.0,16.0,0.148
17,3,14,3,14,14.0,1.0,13.0,0.824,2.0,2.0,0.0,0.118,1.0,0.0,1.0,0.059,2.0,1.0,1.0,0.118,5.0,1.0,4.0,0.294,203463,2018-19,1610612758,6.0,0.0,6.0,0.353,4.0,1.0,3.0,0.235
125,19,106,24,101,101.0,11.0,90.0,0.808,21.0,6.0,15.0,0.168,3.0,2.0,1.0,0.024,21.0,6.0,15.0,0.168,46.0,4.0,42.0,0.368,203463,2016-17,1610612758,32.0,1.0,31.0,0.256,26.0,8.0,18.0,0.208
34,4,30,6,28,28.0,3.0,25.0,0.824,6.0,1.0,5.0,0.176,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.088,14.0,1.0,13.0,0.412,203463,2020-21,1610612747,6.0,0.0,6.0,0.176,11.0,3.0,8.0,0.324
60,8,52,15,45,45.0,3.0,42.0,0.75,11.0,3.0,8.0,0.183,4.0,2.0,2.0,0.067,13.0,3.0,10.0,0.217,15.0,0.0,15.0,0.25,203463,2020-21,1610612745,11.0,0.0,11.0,0.183,21.0,5.0,16.0,0.35
102,12,90,30,72,72.0,7.0,65.0,0.706,30.0,5.0,25.0,0.294,0.0,0.0,0.0,0.0,19.0,3.0,16.0,0.186,31.0,1.0,30.0,0.304,203463,2021-22,1610612757,19.0,1.0,18.0,0.186,33.0,7.0,26.0,0.324
136,33,103,22,114,114.0,19.0,95.0,0.838,19.0,11.0,8.0,0.14,3.0,3.0,0.0,0.022,25.0,12.0,13.0,0.184,42.0,3.0,39.0,0.309,203463,2017-18,1610612763,37.0,6.0,31.0,0.272,32.0,12.0,20.0,0.235
144,33,111,27,117,117.0,21.0,96.0,0.813,25.0,11.0,14.0,0.174,2.0,1.0,1.0,0.014,14.0,2.0,12.0,0.097,46.0,9.0,37.0,0.319,203463,2015-16,1610612758,36.0,6.0,30.0,0.25,48.0,16.0,32.0,0.333
156,21,135,29,127,127.0,16.0,111.0,0.814,27.0,5.0,22.0,0.173,2.0,0.0,2.0,0.013,24.0,2.0,22.0,0.154,53.0,3.0,50.0,0.34,203463,2019-20,1610612745,41.0,2.0,39.0,0.263,38.0,14.0,24.0,0.244
268,86,182,115,153,153.0,31.0,122.0,0.571,96.0,43.0,53.0,0.358,19.0,12.0,7.0,0.071,98.0,39.0,59.0,0.366,105.0,19.0,86.0,0.392,2199,2018-19,1610612747,47.0,17.0,30.0,0.175,18.0,11.0,7.0,0.067
39,7,32,16,23,23.0,2.0,21.0,0.59,12.0,1.0,11.0,0.308,4.0,4.0,0.0,0.103,15.0,5.0,10.0,0.385,18.0,2.0,16.0,0.462,2199,2018-19,1610612756,3.0,0.0,3.0,0.077,3.0,0.0,3.0,0.077
499,135,364,205,294,294.0,41.0,253.0,0.589,172.0,67.0,105.0,0.345,33.0,27.0,6.0,0.066,188.0,50.0,138.0,0.377,225.0,40.0,185.0,0.451,2199,2016-17,1610612756,58.0,31.0,27.0,0.116,27.0,14.0,13.0,0.054
417,133,284,167,250,250.0,46.0,204.0,0.6,149.0,71.0,78.0,0.357,18.0,16.0,2.0,0.043,156.0,56.0,100.0,0.374,185.0,41.0,144.0,0.444,2199,2017-18,1610612756,50.0,21.0,29.0,0.12,26.0,15.0,11.0,0.062
570,170,400,224,346,346.0,56.0,290.0,0.607,196.0,90.0,106.0,0.344,28.0,24.0,4.0,0.049,207.0,68.0,139.0,0.363,244.0,51.0,193.0,0.428,2199,2015-16,1610612756,80.0,27.0,53.0,0.14,39.0,24.0,15.0,0.068
65,25,40,31,34,34.0,9.0,25.0,0.523,26.0,12.0,14.0,0.4,5.0,4.0,1.0,0.077,16.0,6.0,10.0,0.246,26.0,7.0,19.0,0.4,2199,2019-20,1610612745,16.0,6.0,10.0,0.246,7.0,6.0,1.0,0.108
116,24,92,33,83,83.0,14.0,69.0,0.716,32.0,10.0,22.0,0.276,1.0,0.0,1.0,0.009,20.0,1.0,19.0,0.172,35.0,4.0,31.0,0.302,1629109,2018-19,1610612745,41.0,7.0,34.0,0.353,20.0,12.0,8.0,0.172
2,0,2,0,2,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1629109,2020-21,1610612755,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1629109,2020-21,1610612743,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
112,33,79,33,79,79.0,13.0,66.0,0.705,30.0,17.0,13.0,0.268,3.0,3.0,0.0,0.027,17.0,4.0,13.0,0.152,46.0,9.0,37.0,0.411,1629109,2020-21,1610612753,30.0,11.0,19.0,0.268,19.0,9.0,10.0,0.17
83,23,60,30,53,53.0,8.0,45.0,0.639,27.0,13.0,14.0,0.325,3.0,2.0,1.0,0.036,11.0,2.0,9.0,0.133,29.0,6.0,23.0,0.349,1629109,2021-22,1610612740,26.0,5.0,21.0,0.313,17.0,10.0,7.0,0.205
70,26,44,23,47,47.0,17.0,30.0,0.671,22.0,9.0,13.0,0.314,1.0,0.0,1.0,0.014,4.0,0.0,4.0,0.057,24.0,7.0,17.0,0.343,1629109,2019-20,1610612753,24.0,7.0,17.0,0.343,18.0,12.0,6.0,0.257
40,11,29,12,28,28.0,5.0,23.0,0.7,11.0,5.0,6.0,0.275,1.0,1.0,0.0,0.025,9.0,2.0,7.0,0.225,16.0,4.0,12.0,0.4,1629109,2019-20,1610612745,11.0,2.0,9.0,0.275,4.0,3.0,1.0,0.1
120,8,112,23,97,97.0,5.0,92.0,0.808,22.0,2.0,20.0,0.183,1.0,1.0,0.0,0.008,31.0,1.0,30.0,0.258,46.0,1.0,45.0,0.383,200757,2018-19,1610612762,25.0,1.0,24.0,0.208,18.0,5.0,13.0,0.15
265,53,212,76,189,189.0,27.0,162.0,0.713,71.0,21.0,50.0,0.268,5.0,5.0,0.0,0.019,70.0,13.0,57.0,0.264,92.0,14.0,78.0,0.347,200757,2016-17,1610612737,61.0,10.0,51.0,0.23,42.0,16.0,26.0,0.158
159,28,131,45,114,114.0,18.0,96.0,0.717,41.0,8.0,33.0,0.258,4.0,2.0,2.0,0.025,36.0,2.0,34.0,0.226,57.0,7.0,50.0,0.358,200757,2017-18,1610612762,32.0,4.0,28.0,0.201,34.0,15.0,19.0,0.214
333,51,282,82,251,251.0,18.0,233.0,0.754,70.0,24.0,46.0,0.21,12.0,9.0,3.0,0.036,72.0,18.0,54.0,0.216,109.0,10.0,99.0,0.327,200757,2015-16,1610612737,83.0,5.0,78.0,0.249,69.0,18.0,51.0,0.207
91,21,70,21,70,70.0,12.0,58.0,0.769,19.0,7.0,12.0,0.209,2.0,2.0,0.0,0.022,18.0,4.0,14.0,0.198,35.0,5.0,30.0,0.385,200757,2019-20,1610612745,22.0,3.0,19.0,0.242,16.0,9.0,7.0,0.176
30,4,26,5,25,25.0,3.0,22.0,0.833,5.0,1.0,4.0,0.167,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.1,11.0,1.0,10.0,0.367,1629598,2019-20,1610612745,11.0,1.0,10.0,0.367,5.0,2.0,3.0,0.167
345,67,278,73,272,272.0,40.0,232.0,0.788,66.0,22.0,44.0,0.191,7.0,5.0,2.0,0.02,52.0,9.0,43.0,0.151,139.0,20.0,119.0,0.403,201960,2018-19,1610612751,98.0,15.0,83.0,0.284,56.0,23.0,33.0,0.162
268,59,209,79,189,189.0,23.0,166.0,0.705,71.0,33.0,38.0,0.265,8.0,3.0,5.0,0.03,52.0,7.0,45.0,0.194,92.0,23.0,69.0,0.343,201960,2016-17,1610612761,63.0,12.0,51.0,0.235,61.0,17.0,44.0,0.228
461,102,359,130,331,331.0,48.0,283.0,0.718,122.0,46.0,76.0,0.265,8.0,8.0,0.0,0.017,108.0,20.0,88.0,0.234,172.0,26.0,146.0,0.373,201960,2017-18,1610612751,100.0,23.0,77.0,0.217,81.0,33.0,48.0,0.176
120,30,90,35,85,85.0,12.0,73.0,0.708,29.0,14.0,15.0,0.242,6.0,4.0,2.0,0.05,26.0,6.0,20.0,0.217,34.0,8.0,26.0,0.283,201960,2015-16,1610612761,33.0,9.0,24.0,0.275,26.0,7.0,19.0,0.217
24,5,19,8,16,16.0,1.0,15.0,0.667,6.0,2.0,4.0,0.25,2.0,2.0,0.0,0.083,6.0,3.0,3.0,0.25,7.0,1.0,6.0,0.292,201960,2019-20,1610612745,5.0,0.0,5.0,0.208,6.0,1.0,5.0,0.25
30,6,24,7,23,23.0,3.0,20.0,0.767,7.0,3.0,4.0,0.233,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.2,10.0,1.0,9.0,0.333,201960,2019-20,1610612759,12.0,2.0,10.0,0.4,2.0,1.0,1.0,0.067
10,1,9,1,9,9.0,0.0,9.0,0.9,1.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,3.0,1.0,2.0,0.3,1626187,2019-20,1610612745,2.0,0.0,2.0,0.2,4.0,0.0,4.0,0.4
65,23,42,19,46,46.0,8.0,38.0,0.708,15.0,11.0,4.0,0.231,4.0,4.0,0.0,0.062,17.0,8.0,9.0,0.262,23.0,8.0,15.0,0.354,203516,2018-19,1610612755,14.0,3.0,11.0,0.215,11.0,4.0,7.0,0.169
116,37,79,31,85,85.0,15.0,70.0,0.733,26.0,17.0,9.0,0.224,5.0,5.0,0.0,0.043,30.0,11.0,19.0,0.259,41.0,7.0,34.0,0.353,203516,2018-19,1610612745,21.0,9.0,12.0,0.181,24.0,10.0,14.0,0.207
255,67,188,82,173,173.0,26.0,147.0,0.678,66.0,28.0,38.0,0.259,16.0,13.0,3.0,0.063,61.0,15.0,46.0,0.239,98.0,22.0,76.0,0.384,203516,2016-17,1610612763,43.0,8.0,35.0,0.169,52.0,22.0,30.0,0.204
166,43,123,43,123,123.0,18.0,105.0,0.741,35.0,18.0,17.0,0.211,8.0,7.0,1.0,0.048,57.0,18.0,39.0,0.343,50.0,8.0,42.0,0.301,203516,2020-21,1610612753,30.0,6.0,24.0,0.181,29.0,11.0,18.0,0.175
2,1,1,2,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,203516,2021-22,1610612743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2,3,2,3,3.0,1.0,2.0,0.6,1.0,0.0,1.0,0.2,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.8,203516,2021-22,1610612746,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2
5,2,3,2,3,3.0,0.0,3.0,0.6,2.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.6,1.0,1.0,0.0,0.2,203516,2021-22,1610612751,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2
67,20,47,22,45,45.0,7.0,38.0,0.672,15.0,9.0,6.0,0.224,7.0,4.0,3.0,0.104,17.0,6.0,11.0,0.254,25.0,5.0,20.0,0.373,203516,2017-18,1610612765,12.0,3.0,9.0,0.179,12.0,5.0,7.0,0.179
156,53,103,46,110,110.0,29.0,81.0,0.705,37.0,19.0,18.0,0.237,9.0,5.0,4.0,0.058,26.0,6.0,20.0,0.167,63.0,15.0,48.0,0.404,203516,2017-18,1610612763,38.0,12.0,26.0,0.244,29.0,20.0,9.0,0.186
34,16,18,14,20,20.0,8.0,12.0,0.588,9.0,4.0,5.0,0.265,5.0,4.0,1.0,0.147,8.0,4.0,4.0,0.235,12.0,5.0,7.0,0.353,203516,2015-16,1610612740,4.0,2.0,2.0,0.118,10.0,5.0,5.0,0.294
7,4,3,3,4,4.0,2.0,2.0,0.571,2.0,1.0,1.0,0.286,1.0,1.0,0.0,0.143,2.0,0.0,2.0,0.286,4.0,3.0,1.0,0.571,203516,2015-16,1610612763,1.0,1.0,0.0,0.143,0.0,0.0,0.0,0.0
95,23,72,22,73,73.0,9.0,64.0,0.768,17.0,11.0,6.0,0.179,5.0,3.0,2.0,0.053,28.0,10.0,18.0,0.295,38.0,6.0,32.0,0.4,203516,2019-20,1610612753,19.0,5.0,14.0,0.2,10.0,2.0,8.0,0.105
150,48,102,47,103,103.0,14.0,89.0,0.687,35.0,23.0,12.0,0.233,12.0,11.0,1.0,0.08,47.0,18.0,29.0,0.313,46.0,11.0,35.0,0.307,203516,2019-20,1610612755,31.0,10.0,21.0,0.207,26.0,9.0,17.0,0.173
178,28,150,24,154,154.0,23.0,131.0,0.865,23.0,5.0,18.0,0.129,1.0,0.0,1.0,0.006,23.0,2.0,21.0,0.129,57.0,5.0,52.0,0.32,101123,2018-19,1610612745,42.0,4.0,38.0,0.236,56.0,17.0,39.0,0.315
83,16,67,17,66,66.0,8.0,58.0,0.795,15.0,7.0,8.0,0.181,2.0,1.0,1.0,0.024,9.0,1.0,8.0,0.108,23.0,1.0,22.0,0.277,101123,2016-17,1610612738,29.0,5.0,24.0,0.349,22.0,9.0,13.0,0.265
132,14,118,16,116,116.0,11.0,105.0,0.879,15.0,3.0,12.0,0.114,1.0,0.0,1.0,0.008,18.0,2.0,16.0,0.136,45.0,1.0,44.0,0.341,101123,2017-18,1610612745,42.0,2.0,40.0,0.318,27.0,9.0,18.0,0.205
162,23,139,31,131,131.0,11.0,120.0,0.809,27.0,10.0,17.0,0.167,4.0,2.0,2.0,0.025,26.0,5.0,21.0,0.16,54.0,6.0,48.0,0.333,101123,2015-16,1610612748,31.0,4.0,27.0,0.191,51.0,8.0,43.0,0.315
175,54,121,67,108,108.0,18.0,90.0,0.617,58.0,29.0,29.0,0.331,9.0,7.0,2.0,0.051,66.0,22.0,44.0,0.377,65.0,13.0,52.0,0.371,2403,2017-18,1610612745,27.0,8.0,19.0,0.154,17.0,11.0,6.0,0.097
123,34,89,49,74,74.0,15.0,59.0,0.602,46.0,16.0,30.0,0.374,3.0,3.0,0.0,0.024,37.0,11.0,26.0,0.301,43.0,10.0,33.0,0.35,2403,2018-19,1610612745,27.0,6.0,21.0,0.22,16.0,7.0,9.0,0.13
278,93,185,136,142,142.0,34.0,108.0,0.511,111.0,43.0,68.0,0.399,25.0,16.0,9.0,0.09,93.0,31.0,62.0,0.335,102.0,25.0,77.0,0.367,2403,2016-17,1610612745,48.0,15.0,33.0,0.173,35.0,22.0,13.0,0.126
257,51,206,102,155,155.0,13.0,142.0,0.603,86.0,28.0,58.0,0.335,16.0,10.0,6.0,0.062,74.0,12.0,62.0,0.288,113.0,15.0,98.0,0.44,2403,2015-16,1610612764,38.0,10.0,28.0,0.148,32.0,14.0,18.0,0.125
54,8,46,10,44,44.0,4.0,40.0,0.815,10.0,4.0,6.0,0.185,0.0,0.0,0.0,0.0,14.0,2.0,12.0,0.259,16.0,2.0,14.0,0.296,202697,2018-19,1610612745,12.0,1.0,11.0,0.222,12.0,3.0,9.0,0.222
129,19,110,27,102,102.0,11.0,91.0,0.791,25.0,6.0,19.0,0.194,2.0,2.0,0.0,0.016,21.0,2.0,19.0,0.163,40.0,4.0,36.0,0.31,202697,2018-19,1610612758,36.0,2.0,34.0,0.279,31.0,11.0,20.0,0.24
219,39,180,45,174,174.0,26.0,148.0,0.795,41.0,9.0,32.0,0.187,4.0,4.0,0.0,0.018,32.0,6.0,26.0,0.146,53.0,3.0,50.0,0.242,202697,2016-17,1610612739,68.0,7.0,61.0,0.311,66.0,23.0,43.0,0.301
1,1,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202697,2020-21,1610612751,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
41,6,35,6,35,35.0,6.0,29.0,0.854,6.0,0.0,6.0,0.146,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.171,11.0,1.0,10.0,0.268,202697,2017-18,1610612739,9.0,0.0,9.0,0.22,14.0,5.0,9.0,0.341
203,32,171,43,160,160.0,15.0,145.0,0.788,40.0,14.0,26.0,0.197,3.0,3.0,0.0,0.015,37.0,1.0,36.0,0.182,72.0,6.0,66.0,0.355,202697,2015-16,1610612739,50.0,9.0,41.0,0.246,44.0,16.0,28.0,0.217
34,9,25,5,29,29.0,5.0,24.0,0.853,4.0,3.0,1.0,0.118,1.0,1.0,0.0,0.029,5.0,1.0,4.0,0.147,7.0,2.0,5.0,0.206,202697,2019-20,1610612751,8.0,0.0,8.0,0.235,14.0,6.0,8.0,0.412
54,9,45,20,34,34.0,3.0,31.0,0.63,20.0,6.0,14.0,0.37,0.0,0.0,0.0,0.0,15.0,2.0,13.0,0.278,22.0,3.0,19.0,0.407,2546,2018-19,1610612745,11.0,1.0,10.0,0.204,6.0,3.0,3.0,0.111
436,62,374,121,315,315.0,21.0,294.0,0.722,102.0,28.0,74.0,0.234,19.0,13.0,6.0,0.044,84.0,21.0,63.0,0.193,178.0,15.0,163.0,0.408,2546,2016-17,1610612752,113.0,14.0,99.0,0.259,61.0,12.0,49.0,0.14
214,32,182,57,157,157.0,11.0,146.0,0.734,52.0,18.0,34.0,0.243,5.0,3.0,2.0,0.023,43.0,12.0,31.0,0.201,81.0,8.0,73.0,0.379,2546,2020-21,1610612757,55.0,5.0,50.0,0.257,35.0,7.0,28.0,0.164
286,62,224,89,197,197.0,30.0,167.0,0.689,80.0,25.0,55.0,0.28,9.0,7.0,2.0,0.031,87.0,25.0,62.0,0.304,99.0,14.0,85.0,0.346,2546,2021-22,1610612747,56.0,5.0,51.0,0.196,44.0,18.0,26.0,0.154
435,64,371,99,336,336.0,33.0,303.0,0.772,89.0,22.0,67.0,0.205,10.0,9.0,1.0,0.023,106.0,21.0,85.0,0.244,185.0,15.0,170.0,0.425,2546,2017-18,1610612760,99.0,8.0,91.0,0.228,45.0,20.0,25.0,0.103
547,91,456,147,400,400.0,26.0,374.0,0.731,122.0,47.0,75.0,0.223,25.0,18.0,7.0,0.046,110.0,30.0,80.0,0.201,209.0,33.0,176.0,0.382,2546,2015-16,1610612752,150.0,11.0,139.0,0.274,78.0,17.0,61.0,0.143
360,70,290,111,249,249.0,22.0,227.0,0.692,96.0,36.0,60.0,0.267,15.0,12.0,3.0,0.042,89.0,26.0,63.0,0.247,141.0,21.0,120.0,0.392,2546,2019-20,1610612757,81.0,7.0,74.0,0.225,49.0,16.0,33.0,0.136
9,2,7,0,9,9.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.111,3.0,1.0,2.0,0.333,203263,2020-21,1610612740,3.0,0.0,3.0,0.333,2.0,1.0,1.0,0.222
1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203263,2018-19,1610612745,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,0,4,0,4,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.75,203263,2018-19,1610612750,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0
57,16,41,20,37,37.0,8.0,29.0,0.649,16.0,6.0,10.0,0.281,4.0,2.0,2.0,0.07,8.0,2.0,6.0,0.14,21.0,3.0,18.0,0.368,203487,2018-19,1610612753,15.0,4.0,11.0,0.263,13.0,7.0,6.0,0.228
13,3,10,6,7,7.0,1.0,6.0,0.538,6.0,2.0,4.0,0.462,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.154,6.0,3.0,3.0,0.462,203487,2018-19,1610612745,3.0,0.0,3.0,0.231,2.0,0.0,2.0,0.154
151,23,128,37,114,114.0,13.0,101.0,0.755,35.0,9.0,26.0,0.232,2.0,1.0,1.0,0.013,30.0,5.0,25.0,0.199,54.0,5.0,49.0,0.358,203487,2016-17,1610612741,30.0,2.0,28.0,0.199,37.0,11.0,26.0,0.245
137,38,99,37,100,100.0,19.0,81.0,0.73,32.0,14.0,18.0,0.234,5.0,5.0,0.0,0.036,22.0,10.0,12.0,0.161,45.0,15.0,30.0,0.328,203487,2020-21,1610612753,34.0,3.0,31.0,0.248,36.0,10.0,26.0,0.263
138,37,101,29,109,109.0,22.0,87.0,0.79,25.0,14.0,11.0,0.181,4.0,1.0,3.0,0.029,17.0,6.0,11.0,0.123,46.0,11.0,35.0,0.333,203487,2017-18,1610612766,40.0,5.0,35.0,0.29,35.0,15.0,20.0,0.254
5,1,4,2,3,3.0,0.0,3.0,0.6,2.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.4,203487,2022-23,1610612753,2.0,1.0,1.0,0.4,1.0,0.0,1.0,0.2
278,49,229,88,190,190.0,14.0,176.0,0.683,78.0,26.0,52.0,0.281,10.0,9.0,1.0,0.036,66.0,16.0,50.0,0.237,73.0,15.0,58.0,0.263,203487,2015-16,1610612749,75.0,10.0,65.0,0.27,64.0,8.0,56.0,0.23
146,44,102,39,107,107.0,21.0,86.0,0.733,32.0,18.0,14.0,0.219,7.0,5.0,2.0,0.048,25.0,13.0,12.0,0.171,41.0,8.0,33.0,0.281,203487,2019-20,1610612753,51.0,10.0,41.0,0.349,28.0,13.0,15.0,0.192
49,9,40,14,35,35.0,3.0,32.0,0.714,14.0,6.0,8.0,0.286,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.143,14.0,1.0,13.0,0.286,202688,2018-19,1610612739,14.0,3.0,11.0,0.286,14.0,4.0,10.0,0.286
9,1,8,1,8,8.0,1.0,7.0,0.889,1.0,0.0,1.0,0.111,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.111,3.0,0.0,3.0,0.333,202688,2018-19,1610612745,3.0,0.0,3.0,0.333,2.0,1.0,1.0,0.222
115,24,91,26,89,89.0,14.0,75.0,0.774,25.0,9.0,16.0,0.217,1.0,1.0,0.0,0.009,22.0,3.0,19.0,0.191,32.0,4.0,28.0,0.278,202688,2016-17,1610612756,27.0,4.0,23.0,0.235,34.0,13.0,21.0,0.296
8,0,8,2,6,6.0,0.0,6.0,0.75,2.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.125,2.0,0.0,2.0,0.25,202688,2021-22,1610612742,1.0,0.0,1.0,0.125,4.0,0.0,4.0,0.5
199,34,165,38,161,161.0,23.0,138.0,0.809,36.0,10.0,26.0,0.181,2.0,1.0,1.0,0.01,18.0,4.0,14.0,0.09,64.0,5.0,59.0,0.322,202688,2015-16,1610612756,54.0,1.0,53.0,0.271,63.0,24.0,39.0,0.317
21,1,20,4,17,17.0,1.0,16.0,0.81,4.0,0.0,4.0,0.19,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.095,10.0,1.0,9.0,0.476,202688,2019-20,1610612765,6.0,0.0,6.0,0.286,3.0,0.0,3.0,0.143
